,cefi_A,q_A,delta_J_liu,q_liu,cefi_svd,q_svd,cefi_B,q_B,subspace_dist,objective_gap
1999-09-10,0.22418122657042083,1,0.0014871043637217363,23,0.3598312401654908,1,0.00494139614976398,23,1.3957099264010355,0.13565001359506995
1999-09-24,0.251301371603296,1,0.0006981405181566286,29,0.35559469818340966,1,0.005398569054950286,11,1.3940782843921475,0.10429332658011364
1999-10-08,0.24663085129630014,1,0.0006159757474191868,29,0.35210457332817435,1,0.002713003415310389,16,1.4120974176942522,0.10547372203187422
1999-10-22,0.2614292195548339,1,-0.00019970353292451948,29,0.3833388444713202,1,0.001332058842582487,29,1.4130244895585633,0.12190962491648633
1999-11-05,0.27713907470764154,1,-0.0006985145108907159,29,0.3912536465380014,1,0.0014369456115928408,23,1.413095100829065,0.11411457183035983
1999-11-19,0.21730950375135086,1,0.000499498527680553,29,0.3941073606696541,1,0.01025567208251274,16,1.413987559757555,0.17679785691830327
1999-12-06,0.23743355339116878,1,3.385051184812138e-05,27,0.37331626634524984,1,0.0022759634303440718,27,1.4141097243009395,0.13588271295408105
1999-12-20,0.23320776481154207,1,0.000210292448706087,29,0.35358151878955796,1,0.005425783911239879,19,1.4142133167611939,0.12037375397801589
2000-01-04,0.25281764850237376,1,-0.00025839472957923937,29,0.326447964643259,1,0.0030708043105879407,21,1.414179786725435,0.07363031614088522
2000-01-19,0.23928774320271134,1,-0.0011869380199141244,29,0.32994714693379806,1,0.00018500519673388116,27,1.4132815355618922,0.09065940373108672
2000-02-02,0.15897803248476144,1,-0.0008049757351595022,29,0.3478347719381432,1,0.0027642487686534156,6,1.4130394393895547,0.18885673945338177
2000-02-16,0.1750122262417353,1,-0.00012213617405244792,27,0.37052895990058804,1,0.0008265281940174202,27,1.412242270860297,0.19551673365885275
2000-03-02,0.15403900343715698,1,-0.0002603026942685216,29,0.3473418021085261,1,0.002309974446762758,15,1.405378581392904,0.19330279867136912
2000-03-16,0.19671368936580658,1,-9.988329115641348e-05,29,0.3328717570280392,1,-5.1260910921197e-05,27,1.4029232497830606,0.1361580676622326
2000-03-30,0.17931710725885888,1,-0.0005219383018741364,27,0.3585188214270865,1,0.019087881814810748,3,1.4109292995307732,0.17920171416822764
2000-04-13,0.14080188511088462,1,-0.0009754840946900323,28,0.3540518251768401,1,0.0032244131114251284,23,1.4012220762448346,0.21324994006595546
2000-04-28,0.1513406038688243,2,-0.0002034085980073541,29,0.3466725401114227,1,0.002643721466234969,27,1.9127689688247946,0.16384585186217515
2000-05-12,0.131577532167468,2,0.0003908958727010525,29,0.32780688965531224,1,0.008188903627667318,15,1.9152418553706203,0.18133849887655387
2000-05-26,0.1325114341809881,2,-0.0010615209949941251,26,0.3117708166616913,1,0.003158030560509728,18,1.917337157304541,0.17889544896199405
2000-06-12,0.12525448484836543,2,-0.001083614249274209,25,0.3199304636678823,1,0.004625055205110931,25,1.934252638413904,0.1858339257392409
2000-06-26,0.12250061217251114,2,-0.0004252014740188659,28,0.3408512979323846,1,0.0038096493035045947,7,1.9267664856909783,0.1959709604264011
2000-07-11,0.1407379097482021,2,0.00036202610090803333,29,0.3194326915349788,1,0.0006016715339750844,28,1.9308248603618203,0.17290528075939282
2000-07-25,0.13882732144006238,2,-0.0007519842981400238,28,0.32233954501982687,1,0.005093169794748248,17,1.9161472979068186,0.17423897351226025
2000-08-08,0.12839288483631361,2,0.0013546872061742654,22,0.3218235111201706,1,0.007385343705608713,22,1.916409048736793,0.1734040800284165
2000-08-22,0.11498912132241688,2,-0.00047204477401725786,23,0.3194770282771515,1,0.006324820024012828,14,1.923520956581246,0.1870828894813038
2000-09-06,0.08750424848170749,2,-0.0004478967682656626,29,0.30466344216656205,1,-0.000848294516434478,27,1.902955469239965,0.21400190846450892
2000-09-20,0.07307252175472562,2,0.0003213913010233771,29,0.2971388237621716,1,0.0006329812293709297,29,1.9105235771418734,0.22221447186390625
2000-10-04,0.09156223653569028,2,-0.0014286546692827973,29,0.29685177123277984,1,-0.0012716429574119448,29,1.9178900118996518,0.19104320833539112
2000-10-18,0.08879647558966,2,-0.0012493321962003257,27,0.29550657734945573,1,0.0005640533568228023,27,1.9025849913944926,0.1894982051283324
2000-11-01,0.06219483155358123,2,-0.0005930770983453987,29,0.2904567469856452,1,-0.0004967262607929457,29,1.9182063895084,0.20895477508731297
2000-11-15,0.050184635038291,2,-0.0015358435298139794,29,0.28752750448983116,1,-0.0008278866335396234,27,1.9256673017178856,0.22571465539372704
2000-11-30,0.02951951536272536,2,-0.00038015410784575376,28,0.2826851961450188,1,-0.0014469408811274148,28,1.9343487865236002,0.2433231716178142
2000-12-14,0.02184046304840155,2,-0.001590480843662992,27,0.28323476255082075,1,7.342403963483957e-05,27,1.9427009023131916,0.24888671294726628
2000-12-29,0.021240423084812943,2,8.273232771628669e-05,25,0.27179632291665035,1,0.0004839589786714005,29,1.9475234107356558,0.24431665230704114
2001-01-16,0.031353546325681825,3,0.0001496502378103698,28,0.287383489878484,1,0.0013379791763958038,28,2.3417527337896558,0.20820506507349634
2001-01-30,0.010469401906581091,3,-4.435359145371631e-05,29,0.27688722352473555,1,-0.00016944701908996884,28,2.360342503369999,0.21371597651304536
2001-02-13,0.012759303988316165,3,4.390753077664067e-05,29,0.2700731792499782,1,0.0013630711047749183,24,2.388943409888987,0.20318612271755238
2001-02-28,0.02553300665436241,8,-0.0009550826136037888,29,0.26915545826839854,1,-0.0002079937863514042,26,3.1934093541694333,0.1167482751929337
2001-03-14,0.01501570167422453,3,-0.0004893301711519499,28,0.270829069196599,1,0.0004237051716325241,28,2.3892211768982063,0.20811658583579146
2001-03-28,0.00789198254280532,12,-0.00041440274501583496,29,0.2502974880473133,1,-0.00013449256114259067,27,3.558617441169117,0.09474907678908143
2001-04-11,2.1465585479010785e-05,11,-0.0018721764052578166,29,0.24873780463088102,1,-0.0013295371271414697,25,3.6039812403558686,0.11405964494496071
2001-04-26,0.008167478113933882,12,-0.000854031390949403,29,0.26635511741646767,1,-0.0009384788359195623,28,3.433180695742381,0.10071762642562618
2001-05-10,0.002575996474991904,16,-0.0010419273693250408,29,0.28260634336382195,1,-0.00024349929133611614,26,3.8158471165216903,0.06959465589560537
2001-05-24,0.012714413839254979,8,0.0006313572791574185,29,0.2871287151028569,1,0.0002729860040406179,29,3.3259681689534615,0.1421307248434246
2001-06-08,0.009329226320974951,12,-0.0003846375462979723,26,0.29185025021760913,1,-0.00015637669563850487,26,3.6985487822480128,0.10005931960359657
2001-06-22,-2.2750802698243144e-05,23,0.00029369200367172776,25,0.28683732386989247,1,0.0021959644771562536,23,3.0583013104396333,0.028275573965793485
2001-07-09,0.0010028729408464165,22,-0.0003691822747472068,27,0.2859853559479817,1,0.0007949931836738339,28,3.4262671609443243,0.03284462017045851
2001-07-23,0.00918640725733616,9,1.4602637550473196e-05,29,0.3013144269722952,1,0.00111162148275315,28,3.253635238458857,0.1413668443083369
2001-08-06,0.007216384860806377,18,-0.0002282895024671161,28,0.2935845126111182,1,5.0288687279215205e-05,26,3.429067108956194,0.050632852716696694
2001-08-20,0.007859278060246416,16,-0.00022385529497645495,27,0.29346383520359687,1,0.0036652938610445412,16,3.6533539356063622,0.0653353918541083
2001-09-04,0.005798692732178326,15,0.00013957895191171743,29,0.3007829575898066,1,0.0007290966531859344,29,3.6298393425438253,0.07455181112015746
2001-09-24,0.023416071162563362,2,0.0009405056397724515,22,0.30670417543113215,1,0.0020118276447422395,22,1.9853765088155482,0.25886436383421374
2001-10-08,0.019116053108003267,13,-0.000990103172239104,28,0.3134052542367402,1,0.000645458960349482,20,3.5814983774210467,0.08490428216954571
2001-10-22,0.015062869431010484,14,-0.0007899744051656776,26,0.3081852151206308,1,0.0050768060917286695,14,3.462750884244926,0.07920203673603646
2001-11-05,0.03222399405002599,8,-9.69477618687764e-05,27,0.3012759349420029,1,0.0006495575160396505,27,3.2168892662786988,0.1384911510838736
2001-11-19,0.012326483274055083,11,-0.0005292665323016338,27,0.2950810710891012,1,-0.0005852977835324458,27,3.475737841116953,0.11872484322039037
2001-12-04,0.02557886762266473,9,0.0004243900633668085,29,0.2970050171163442,1,0.0012147522607610373,19,3.276005107327527,0.13621246259685235
2001-12-18,0.01946822614948382,7,0.00036473169952622175,28,0.2987138408324359,1,-0.00011487045804382812,28,3.107740831779263,0.17356950973988952
2002-01-03,0.02273436127119348,3,-3.2611572757870744e-05,28,0.2967389287272505,1,-0.0005394065905529183,27,2.3859362642090844,0.24236251000897574
2002-01-17,0.022559011793139058,13,0.0011267467964617695,28,0.30167578879283813,1,0.001077327411230733,29,3.6755899240969327,0.08785627573938339
2002-02-01,0.029770895806886438,2,5.013219444793826e-06,28,0.2968871536764415,1,0.0007377182601869675,28,1.9908611411016837,0.25723834871066564
2002-02-15,0.031176466326851435,2,0.0002781182666259929,29,0.27171902302278367,1,0.0008301195249221099,29,1.9820417277923355,0.23699431040878
2002-03-04,0.03207988698106458,2,-0.000270401916945856,26,0.32059050718843013,1,-0.0003408927897380343,26,1.9950725032717485,0.2601928918604143
2002-03-18,0.026613732323650482,11,-0.0009085029307168702,26,0.3247826889533876,1,3.1738573926215485e-05,26,3.4988624999638667,0.11064240948402627
2002-04-02,0.04829908458631982,2,0.00017140365706205807,27,0.34743606799701,1,0.0012899827511041184,27,1.982269167122667,0.2628421844079091
2002-04-16,0.0915382435196309,2,2.370411716516585e-05,28,0.344553881003184,1,0.001136173483707148,28,1.9744537887193216,0.215545339344695
2002-04-30,0.07893566480523934,2,0.000714841757539178,27,0.3295741004370454,1,0.0005694043996056636,29,1.9858842207593346,0.22307895643436093
2002-05-14,0.09188618920106434,2,0.0027145580298862104,23,0.36697145382425683,1,0.0023114493276513715,23,1.9755975161417578,0.24838239640529547
2002-05-29,0.09333229035918766,2,0.002163980551607783,22,0.36401509949153665,1,0.00226162550587955,22,1.9674268828635042,0.24167608139176588
2002-06-12,0.091001717022221,2,-0.00033913971199467374,29,0.36843568055209613,1,0.005241472017291901,16,1.9628898666781438,0.24045017834264865
2002-06-26,0.10407124937036856,2,0.003220053562925082,18,0.37033663422594654,1,0.0041898772541888035,20,1.9807165538998572,0.2240991259916692
2002-07-11,0.1048139809727319,2,-0.0008460550038544568,27,0.37711275135980243,1,0.0043355511529967194,21,1.9841548589066162,0.2234013663075143
2002-07-25,0.16005220911308649,2,-2.092034401333931e-05,28,0.3713622100406602,1,0.0441799934929651,3,1.9596945513713455,0.16937122230976587
2002-08-08,0.22230205545268789,4,0.02753298649160328,4,0.3960790476469771,1,0.11519959538936676,4,2.530919148625239,0.08191369351141214
2002-08-22,0.15479443604067666,2,0.0018976507558094713,28,0.367809780926518,1,0.01520044905812222,10,1.9691318052492215,0.17775053701280163
2002-09-06,0.14834401264054276,1,0.0024817090433292277,8,0.38459769466439175,1,0.010407040205471313,20,1.4054722935316841,0.236253682023849
2002-09-20,0.18412960523777017,1,0.004053134638201977,22,0.41876378985548607,1,0.009675076139239402,22,1.3967725936918167,0.2346341846177159
2002-10-04,0.15354867286141055,2,-0.00029034397891389285,28,0.39977753214512474,1,0.015639999714779584,13,1.9846713180499636,0.19488520215363903
2002-10-18,0.1501000133015743,2,0.00138202334210899,28,0.38029192653839977,1,0.0037333351823916477,27,1.9901472138212475,0.1737697454704113
2002-11-01,0.1530035268656879,2,0.0011185419787798356,27,0.3544126170211669,1,0.011691697154921965,14,1.9890797497110415,0.1633842769254797
2002-11-15,0.15305896594668703,1,0.0001073856300126963,28,0.3792131682134399,1,0.003946889251572161,25,1.4138401540405316,0.2261542022667529
2002-12-02,0.22060631255056615,1,0.009285253935479076,10,0.375240920590835,1,0.015746916221952983,10,1.4094461442814663,0.15463460804026888
2002-12-16,0.1785442125105858,1,0.007572790605355956,22,0.3712368543625039,1,0.018919474207285097,17,1.4106868470528522,0.19269264185191812
2002-12-31,0.21520494693442813,1,0.0018132255243387407,23,0.4007301018925732,1,0.060108468146160915,5,1.4012783411654952,0.18552515495814506
2003-01-15,0.22221033177353938,1,0.003427532924773935,20,0.3695200993686545,1,0.015107528190666075,12,1.398453232452041,0.1473097675951151
2003-01-30,0.22808817720127816,1,0.0047004193860846755,20,0.37363226341182865,1,0.040257219409786216,8,1.408579650699722,0.14554408621055048
2003-02-13,0.24270265365740742,1,0.00038402852491661865,23,0.3711786249853443,1,0.039507853311239155,4,1.4116828926790774,0.1284759713279369
2003-02-28,0.28575330675585897,1,0.002719427465958546,14,0.3668320631233384,1,0.049355931630945316,3,1.410384502366945,0.08107875636747941
2003-03-14,0.287643608905616,1,0.0048599073390080405,3,0.34110434461620953,1,0.0671301821152116,3,1.4093631482010978,0.05346073571059351
2003-03-28,0.23930848051382553,1,0.006244756547754415,11,0.3407237294015626,1,0.033077683088026444,11,1.4059744995065622,0.10141524888773706
2003-04-11,0.17473848826677965,1,0.0019545239499000056,25,0.3546426092819472,1,0.016215781824765657,11,1.412866978001035,0.17990412101516753
2003-04-28,0.2913533474717981,2,0.007857919651676176,2,0.365065269420494,1,0.22850009897136794,2,1.8134993416200749,0.055444920358840966
2003-05-12,0.17439114373323303,1,0.008737574160082029,13,0.35501767115622,1,0.0259942819506932,11,1.414184426186921,0.180626527422987
2003-05-27,0.29703689767654595,4,0.026621608108233885,4,0.3644539426904009,1,0.15066606832595392,4,2.4359369656712415,0.0028696552345096604
2003-06-10,0.3339999874155406,2,0.015373696221980732,2,0.38960344636861793,1,0.15517264291420182,2,1.6586187883289716,0.028230166009855118
2003-06-24,0.2596914910951117,2,0.006070928526150571,22,0.3931258116947258,1,0.13424324801759485,2,1.8353844559991097,0.09805599027826262
2003-07-09,0.17773416222054012,1,0.009011076602923523,16,0.41198068580044667,1,0.04564508232476738,8,1.4135586118090167,0.23424652357990655
2003-07-23,0.1851332081251189,4,0.006931251441405828,20,0.4342935227749184,1,0.07324377854327557,4,2.600212882466248,0.1316374533684993
2003-08-06,0.21429157699295953,6,0.02036747282807444,6,0.44451166783153406,1,0.08743891310104884,6,2.9002772576913274,0.062151367013718706
2003-08-20,0.2206825057171811,4,0.003027384496243818,20,0.4440198906648577,1,0.044066435507506135,4,2.4098678839121126,0.09949318837653695
2003-09-04,0.2235794886204094,1,0.01357859797100991,14,0.44997962137176084,1,0.05167548282951209,7,1.4141136767833582,0.22640013275135143
2003-09-18,0.363138471394148,1,0.005844208903675846,9,0.43942288439423927,1,0.034934963184138745,9,1.2815089996564943,0.07628441300009126
2003-10-02,0.33227495359100934,1,0.009435107903370987,16,0.4321368568176006,1,0.04702070638741204,7,1.3481844927654485,0.09986190322659128
2003-10-16,0.31734768878956676,1,0.011884634822296347,9,0.44518829281878397,1,0.05784039005226499,9,1.3392169954334545,0.1278406040292172
2003-10-30,0.26287665657393566,1,0.005530737138837977,20,0.4460863203367285,1,0.06627438473679895,6,1.3255858241832243,0.18320966376279285
2003-11-13,0.25806247839793084,1,0.002193848796972958,10,0.43072930448140795,1,0.040803789322520156,4,1.327810241127413,0.1726668260834771
2003-11-28,0.2650997505956062,1,0.009650923367976127,8,0.44599677877483473,1,0.0529641114402003,4,1.3062031114140873,0.18089702817922854
2003-12-12,0.257019916371647,1,0.014017203511913434,8,0.4370541808813696,1,0.03313368516924134,8,1.3001095371760838,0.1800342645097226
2003-12-29,0.28207773657429536,1,0.015861940809608982,7,0.4346437918586177,1,0.12845240908379962,2,1.3006742869868386,0.15256605528432232
2004-01-13,0.30483688058912367,1,0.016252154184496215,11,0.4385533093911418,1,0.05019895088419343,6,1.3158393572878717,0.13371642880201812
2004-01-28,0.3033893552821202,2,0.020778354486163053,4,0.43421456305849226,1,0.20525524344643206,2,1.8536519126407858,0.09794173796601957
2004-02-11,0.28591387379414557,1,0.014727331528712195,7,0.45529085277290504,1,0.06269711075386211,8,1.3623237286672074,0.16937697897875947
2004-02-26,0.28901249047908606,1,0.011444993523455044,14,0.43723533558458516,1,0.034708867183656594,9,1.3660310222152747,0.1482228451054991
2004-03-11,0.28704539279991437,1,0.013892910874838571,5,0.41196885532826394,1,0.057126422197327525,5,1.349185460022807,0.12492346252834957
2004-03-25,0.3101657797757107,1,0.013427896912959897,13,0.41656566597936595,1,0.040169300487711834,13,1.3510268166720034,0.10639988620365526
2004-04-08,0.2897596571126262,1,0.02071319222783566,8,0.41132518314075406,1,0.06429415160671867,8,1.322028737452009,0.12156552602812787
2004-04-23,0.2860067126111103,1,0.03557434451740535,6,0.41377390474101455,1,0.09966148228371782,6,1.2823753340596233,0.12776719212990423
2004-05-07,0.3453304651911433,1,0.013076421241699332,12,0.4276973550213593,1,0.07922032735057322,4,1.400824017275397,0.082366889830216
2004-05-21,0.35213390629908653,1,0.007355157787379579,18,0.4231712065234726,1,0.07135326838858366,5,1.405862827444419,0.07103730022438609
2004-06-07,0.2980782532400812,1,0.02338826767250074,9,0.40817065149420284,1,0.09444372861552802,3,1.3663220195627366,0.11009239825412165
2004-06-22,0.2747407994560275,1,0.014637401915509496,11,0.46414391437172164,1,0.04768217376717515,11,1.403834249148904,0.18940311491569417
2004-07-07,0.300861907005761,3,0.02539378259535563,11,0.50619706914995,1,0.07761638845194302,6,2.17122910710756,0.12548956728176425
2004-07-21,0.332154044417535,1,0.02410692003230347,9,0.4776030536540774,1,0.08145770911765687,4,1.3013527978894517,0.14544900923654241
2004-08-04,0.3560778884913294,1,0.01008905869772217,16,0.44691021736943964,1,0.044284025723160564,8,1.3145131739086473,0.09083232887811027
2004-08-18,0.3883136279284164,1,0.020057867363648257,13,0.47091064270894367,1,0.06783961750788747,3,1.3539238963161215,0.08259701478052728
2004-09-01,0.3264425096591536,1,0.038000031538074824,8,0.5192604530045687,1,0.13996967200233418,2,1.336088564601163,0.19281794334541508
2004-09-16,0.32092713811069135,1,0.023170886375802224,13,0.5035806216277519,1,0.046356167780935764,13,1.2894758611719108,0.1826534835170605
2004-09-30,0.3563591834013087,3,0.030502962844217524,8,0.4837343058690488,1,0.11229648811151902,3,2.159807702595606,0.045108958371627705
2004-10-14,0.2924187616545251,1,0.0017903181248216382,27,0.4081045885630723,1,0.14922481863722908,2,1.4122181672316731,0.11568582690854723
2004-10-28,0.2740808884055156,1,0.0028210254940662927,25,0.3698232644055405,1,0.016170483287814286,6,1.396249606826911,0.09574237600002489
2004-11-11,0.3110059838701545,1,0.0007357007000613758,17,0.35450314586499254,1,0.01120079226847992,17,1.3132798043748142,0.04349716199483805
2004-11-26,0.304258245626314,1,0.0023370267794276256,15,0.37299587076320595,1,0.016786985561336343,15,1.279383337271672,0.06873762513689197
2004-12-10,0.16389629526927077,1,0.00029671214061247064,27,0.36365212587154006,1,0.014735355995122379,8,1.3227877563682102,0.19975583060226929
2004-12-27,0.2465217882140661,1,0.0016811417473631962,13,0.3996221134782769,1,0.01167614831974595,16,1.3168568243964647,0.15310032526421083
2005-01-10,0.13364316396075246,5,5.6867735126975294e-05,24,0.39160254885274925,1,0.022591800615437363,5,2.70020132960806,0.1342249580979509
2005-01-25,0.13942902325343207,2,0.0004364238944264409,28,0.4240350677156415,1,0.00974464472389236,15,1.9069942395992558,0.20926888673525448
2005-02-08,0.17020778573973774,2,0.003599656937679635,19,0.4020374524576285,1,0.019011203016610023,12,1.866748908846861,0.17073035922713523
2005-02-23,0.14858901903073277,2,0.001760688226176671,21,0.4031582997453371,1,0.01037234373608037,17,1.8976200963177856,0.19046056354650173
2005-03-09,0.17877575220659475,2,-0.00024778089491603317,22,0.4006569873593704,1,0.006642060071743505,11,1.8577935915103843,0.15795575256873634
2005-03-23,0.13557312571649172,2,-1.6629567787751487e-05,24,0.3629919399318081,1,0.009292887499050162,20,1.873428410207015,0.18714368125941727
2005-04-07,0.11266556924374967,2,0.0007343286646277342,28,0.36582200925242514,1,0.006799685783818635,23,1.8409298286302604,0.20049362433551815
2005-04-21,0.18196837152789963,1,0.0003733073612641885,18,0.3202657277833268,1,0.01324119956164109,18,1.4140005849273398,0.13829735625542716
2005-05-05,0.16257918917068093,1,0.001078547733881885,29,0.3285388382095895,1,0.03589439864272298,8,1.4129798665383546,0.16595964903890859
2005-05-19,0.19075889261728796,1,0.0010272635400421504,27,0.3120874810629476,1,0.018791165804977264,10,1.3966202263173964,0.12132858844565964
2005-06-03,0.2176987508014252,1,-0.00025910169777405845,29,0.33058489851848105,1,0.014753636490630065,14,1.3428628691158846,0.11288614771705585
2005-06-17,0.24856817713316193,1,0.0009366644782444478,24,0.3370823310824877,1,0.01625280772749442,14,1.2917039186767292,0.08851415394932577
2005-07-01,0.254527763095232,1,0.0013457361955708652,27,0.324196566035885,1,0.009712512016729444,13,1.2914673720315994,0.06966880294065297
2005-07-18,0.32862182368914045,1,0.0002166019999562535,29,0.31874211264559854,1,0.006733528485034598,7,1.3787367553816572,0.009879711043541906
2005-08-01,0.3329414472048368,1,0.0014682514794393253,27,0.3250674441071399,1,0.013016995613104695,9,1.382652890917511,0.007874003097696924
2005-08-15,0.31713713084815265,1,-0.00017957960400313833,29,0.3279848224439954,1,0.005742242339314696,10,1.3249979364038504,0.010847691595842757
2005-08-29,0.3479549863536946,1,0.0004009077391589899,26,0.31988491366682253,1,0.011268592399734656,8,1.3080222160519892,0.02807007268687206
2005-09-13,0.3262944777192668,1,-0.000244489918984625,21,0.33241592117715657,1,0.014878261747423432,14,1.3982355453476432,0.006121443457889786
2005-09-27,0.4072600909049266,1,-0.0011707745299906341,17,0.3425270885944186,1,0.01116480237162279,22,1.3798201809171973,0.06473300231050799
2005-10-11,0.4040011759598914,1,0.0012699602493700668,11,0.35960520883990044,1,0.01331838114282341,11,1.4042441638334415,0.04439596711999094
2005-10-25,0.36095774291555505,1,0.004651689674441545,16,0.36348668894726,1,0.019461529205855088,7,1.3934538867472794,0.0025289460317049484
2005-11-08,0.3547083849879272,1,0.0015303044299824209,12,0.3194830921958513,1,0.008489107293648324,8,1.413804508883075,0.035225292792075924
2005-11-22,0.43107449122538527,1,0.0045913715632590335,17,0.3381172119062137,1,0.013668667639524401,17,1.3848413236544608,0.09295727931917158
2005-12-07,0.4156471441664196,1,0.0035634668486306253,19,0.3154698982281776,1,0.016660709578980692,19,1.3869302485119603,0.10017724593824201
2005-12-21,0.4276561234291535,1,0.0011660171947126818,17,0.33423063372001754,1,0.010113622375354708,10,1.3579077039375158,0.09342548970913594
2006-01-06,0.4394010266740981,1,0.0011259227553510054,28,0.3452107238684775,1,0.008889416653509064,18,1.299163116398575,0.09419030280562057
2006-01-23,0.40453217814344616,1,0.00939892402319853,2,0.3731295147976055,1,0.08104779719716229,2,1.267267955736849,0.03140266334584069
2006-02-06,0.42107282943266705,1,0.0012837293964370888,26,0.36263917868366136,1,0.021903930047843995,9,1.2546257551800188,0.058433650749005694
2006-02-21,0.4430289440232277,1,0.0040122023816131225,5,0.40470057951767746,1,0.03180600848758658,4,1.2145449285676913,0.038328364505550216
2006-03-07,0.41871704618783145,1,0.022800329183236934,4,0.4021424517192945,1,0.0633899775437462,4,1.2307465044233223,0.01657459446853693
2006-03-21,0.38424550247125505,1,0.01233926654062864,3,0.3899998409142124,1,0.027224968657687504,14,1.2532637676937415,0.005754338442957363
2006-04-04,0.3706101290020618,1,0.0019386083833140555,8,0.36801253298378844,1,0.01430084936283263,15,1.2370137895463917,0.0025975960182733626
2006-04-19,0.36388885755619294,1,0.0027501772088943666,26,0.3232837147391884,1,0.01694832587009537,9,1.2333290366749774,0.04060514281700456
2006-05-03,0.17794632495874227,2,0.0023440887429903023,25,0.31938906369597786,1,0.0073787098008789576,17,1.859259059828407,0.12916038784495368
2006-05-17,0.2769096686389767,1,-0.0001763720775349864,29,0.32285683445655555,1,0.027213848345244734,12,1.2792103167391082,0.04594716581757885
2006-06-01,0.32925333832297077,1,0.0004063910568289919,21,0.34227237629611584,1,0.008096769924911873,19,1.3121146021249763,0.013019037973145076
2006-06-15,0.39446079041604465,1,0.00046313041671702804,28,0.36680801440709,1,0.01618409943174448,13,1.3290266977218577,0.02765277600895466
2006-06-29,0.33346570207534754,1,0.00024723501360418565,29,0.372076080004455,1,0.06298821274960678,5,1.3415757239209156,0.03861037792910749
2006-07-14,0.39699868079950795,1,0.0007217033691321595,28,0.3917488117207947,1,0.03299001464750509,7,1.3657199032697513,0.005249869078713276
2006-07-28,0.43809718422792354,1,0.0017479882471252983,26,0.39889259839193536,1,0.026698529861622855,12,1.3590683526623106,0.03920458583598818
2006-08-11,0.3859043507175512,1,0.0016651498104940932,23,0.37924231318745544,1,0.020075195508187788,13,1.388908716532448,0.006662037530095755
2006-08-25,0.38135812726702567,1,0.006058520357684782,16,0.36503479470146166,1,0.026306814419505664,16,1.406073385457435,0.016323332565564008
2006-09-11,0.37954205906375454,1,0.005026555131819349,9,0.36845464406363204,1,0.04716201171986087,7,1.4139785294780223,0.011087415000122502
2006-09-25,0.3572275537436923,1,0.006000847684408311,11,0.3870946541232241,1,0.04146181723542802,6,1.3900706616668939,0.029867100379531775
2006-10-09,0.3764688813062982,1,0.008113316645318364,13,0.405330696132113,1,0.03511973686401543,13,1.3930095864529668,0.02886181482581479
2006-10-23,0.349421567150321,1,-6.553006314533039e-05,29,0.39110764329366837,1,0.017699006641417353,8,1.4116322707974742,0.04168607614334735
2006-11-06,0.3472723190167777,1,0.0027671341495601742,24,0.42628488346112703,1,0.0339706818201968,7,1.4131154953910325,0.07901256444434934
2006-11-20,0.3331075218010524,1,0.0018889302581115153,28,0.4408672558543949,1,0.02910197114287494,12,1.4137187350227842,0.10775973405334249
2006-12-05,0.3200777197883432,1,0.002267990664658631,22,0.42248678570265197,1,0.035653723443019536,7,1.4114603668369654,0.10240906591430876
2006-12-19,0.31532802986881897,1,0.009117274181828311,10,0.4172936562625298,1,0.04744223494823821,10,1.4051276547742302,0.10196562639371082
2007-01-05,0.3023209998036652,1,0.005084117618731343,16,0.4219282697081376,1,0.03884862032768088,16,1.4048327251690373,0.1196072699044724
2007-01-22,0.2808899015656402,1,0.003213548577337161,22,0.4043429190102669,1,0.03802649741355338,6,1.3994181343235392,0.12345301744462672
2007-02-05,0.2911157870385418,1,0.0017732093056129772,20,0.4273108621139509,1,0.025811850213950105,15,1.4072574307956909,0.13619507507540912
2007-02-20,0.31228948637267206,1,0.004823916059440214,25,0.4290864107878115,1,0.01893915045344219,15,1.4059978990397566,0.11679692441513945
2007-03-06,0.2543064954083062,1,0.006078046269972742,15,0.41169205154112065,1,0.02269663744292877,14,1.4000941055680607,0.15738555613281446
2007-03-20,0.30148412855809165,1,0.002320921648512997,28,0.4088454286443699,1,0.02699687763889755,7,1.3962217630927227,0.10736130008627826
2007-04-03,0.3148549710088276,1,0.009540202974865075,9,0.4172850049389713,1,0.04618259620308049,2,1.386045593954453,0.10243003393014372
2007-04-18,0.37256096776475256,1,0.010518966900649906,14,0.4243996645644581,1,0.04789586967269305,9,1.3679570732162252,0.05183869679970554
2007-05-02,0.39609827748603854,1,0.012328638524418845,6,0.4019739494366245,1,0.04588555145139728,6,1.353984675150241,0.00587567195058597
2007-05-16,0.42068081236114047,1,0.00710969570984879,14,0.37293670495235587,1,0.03709541713500214,11,1.3077539177045316,0.0477441074087846
2007-05-31,0.4183418286055302,1,-4.575295611317087e-05,28,0.37724543841677183,1,0.012252689471057288,16,1.3334414052480463,0.04109639018875838
2007-06-14,0.43852308135153795,1,0.0013621182730627623,19,0.42943052506006374,1,0.03756120488606596,11,1.3523012511477541,0.009092556291474208
2007-06-28,0.4440527787063242,1,0.0026036196280774804,28,0.4332565256150145,1,0.022981108270480166,9,1.3309052248584352,0.010796253091309715
2007-07-13,0.4334230964860196,1,0.015488868852157112,6,0.4402714560169417,1,0.08243102216445028,6,1.3399896095874249,0.006848359530922055
2007-07-27,0.4167259734728048,1,0.005679221628835912,8,0.45569929775805335,1,0.023048176654841823,8,1.3239236514932191,0.03897332428524852
