Episode,Null_Model,CEFI_Obs,q_Obs,E_CEFI_0,Q95_0,Z_Score,p_value,Modal_q_0
Calm Period (2005),circular,0.787007135554395,3,0.04517117338997947,0.09147240677047522,26.3270265266957,0.004975124378109453,29
Calm Period (2005),diagonal,0.686790052563885,6,0.025695566941640748,0.03386196679998007,153.75800669954566,0.004975124378109453,29
Calm Period (2005),static,0.8408781229127251,5,0.7707573932993035,1.032062071514781,0.4941086735874734,0.263681592039801,3
2008 GFC Peak,circular,1.572956211692246,2,0.06128713436572585,0.18421714434260167,28.085035022360348,0.004975124378109453,29
2008 GFC Peak,diagonal,1.4582145305162164,2,0.02344923528639641,0.031219511567903795,213.34152052842137,0.004975124378109453,29
2008 GFC Peak,static,1.7602563505904263,2,1.2049912721710203,1.5662330019642672,3.305737749636057,0.009950248756218905,4
2020 COVID Shock,circular,1.2760613888646282,2,0.03273173919669039,0.08543762011173743,48.215597760523515,0.004975124378109453,28
2020 COVID Shock,diagonal,1.5357329517679605,3,0.006243027007198711,0.009479918410599244,667.1416659081519,0.004975124378109453,29
2020 COVID Shock,static,1.4350589760410317,2,0.9805986860155371,1.3528608686774604,2.3791884867859037,0.03482587064676617,2
