Benchmark,Pearson_rho,Spearman_rho,Exact_q_match,PM1_q_match
Liu et al. (2024) Exact,-0.08792366039848527,0.05576154172804269,2.2988505747126435,10.804597701149426
Liu et al. (2025) SVD,0.9045067861126355,0.8920425724363259,45.40229885057471,100.0
